customer_key,customer_id,email,first_name,last_name,full_name,phone,city,state,postcode,loyalty_number,registration_date,customer_segment,is_active,effective_date,expiry_date,is_current,created_timestamp
CK_CU000137,CU000137,jack.jones137@email.com,Jack,Jones,Jack Jones,455507658,Brisbane,,,RW00000137,2024-09-18,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000138,CU000138,sophia.johnson138@email.com,Sophia,Johnson,Sophia Johnson,498476072,Newcastle,,,RW00000138,2024-02-25,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000139,CU000139,thomas.davis139@email.com,Thomas,Davis,Thomas Davis,474625712,Sydney,,,RW00000139,2023-05-13,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000140,CU000140,isabella.martinez140@email.com,Isabella,Martinez,Isabella Martinez,489471555,Brisbane,,,RW00000140,2024-12-12,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000141,CU000141,charlotte.rodriguez141@email.com,Charlotte,Rodriguez,Charlotte Rodriguez,482478817,Canberra,,,RW00000141,2023-08-20,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000142,CU000142,thomas.miller142@email.com,Thomas,Miller,Thomas Miller,492478837,Perth,,,RW00000142,2024-11-19,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000143,CU000143,charlotte.rodriguez143@email.com,Charlotte,Rodriguez,Charlotte Rodriguez,487579015,Perth,,,RW00000143,2025-07-20,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000144,CU000144,thomas.miller144@email.com,Thomas,Miller,Thomas Miller,424178841,Brisbane,,,RW00000144,2024-06-17,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000145,CU000145,ava.jones145@email.com,Ava,Jones,Ava Jones,449341665,Melbourne,,,RW00000145,2024-04-29,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000146,CU000146,isabella.smith146@email.com,Isabella,Smith,Isabella Smith,444132560,Wollongong,,,RW00000146,2023-07-01,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000147,CU000147,jack.garcia147@email.com,Jack,Garcia,Jack Garcia,488939549,Melbourne,,,RW00000147,2024-05-06,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000148,CU000148,thomas.williams148@email.com,Thomas,Williams,Thomas Williams,431761756,Canberra,,,RW00000148,2025-09-04,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000149,CU000149,charlotte.smith149@email.com,Charlotte,Smith,Charlotte Smith,449495348,Wollongong,,,RW00000149,2023-09-29,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000150,CU000150,isabella.williams150@email.com,Isabella,Williams,Isabella Williams,496258761,Sydney,,,RW00000150,2024-10-20,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000151,CU000151,william.johnson151@email.com,William,Johnson,William Johnson,490174061,Melbourne,,,RW00000151,2025-06-02,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000152,CU000152,james.jones152@email.com,James,Jones,James Jones,414250232,Sydney,,,RW00000152,2023-07-20,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000153,CU000153,james.brown153@email.com,James,Brown,James Brown,482314799,Melbourne,,,RW00000153,2025-08-20,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000154,CU000154,oliver.brown154@email.com,Oliver,Brown,Oliver Brown,476637603,Brisbane,,,RW00000154,2023-11-21,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000155,CU000155,jack.davis155@email.com,Jack,Davis,Jack Davis,490596839,Adelaide,,,RW00000155,2024-03-16,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000156,CU000156,isabella.williams156@email.com,Isabella,Williams,Isabella Williams,434007031,Perth,,,RW00000156,2023-10-16,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000157,CU000157,ava.smith157@email.com,Ava,Smith,Ava Smith,417349299,Brisbane,,,RW00000157,2024-11-23,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000158,CU000158,james.rodriguez158@email.com,James,Rodriguez,James Rodriguez,488022778,Newcastle,,,RW00000158,2025-06-08,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000159,CU000159,william.rodriguez159@email.com,William,Rodriguez,William Rodriguez,472593051,Canberra,,,RW00000159,2022-10-18,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000160,CU000160,william.rodriguez160@email.com,William,Rodriguez,William Rodriguez,417289969,Brisbane,,,RW00000160,2023-12-03,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000161,CU000161,ava.martinez161@email.com,Ava,Martinez,Ava Martinez,459118085,Wollongong,,,RW00000161,2023-10-11,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000162,CU000162,oliver.miller162@email.com,Oliver,Miller,Oliver Miller,428505648,Wollongong,,,RW00000162,2023-07-15,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000163,CU000163,william.johnson163@email.com,William,Johnson,William Johnson,497663349,Newcastle,,,RW00000163,2025-08-16,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000164,CU000164,james.smith164@email.com,James,Smith,James Smith,480626625,Wollongong,,,RW00000164,2023-04-18,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000165,CU000165,charlotte.brown165@email.com,Charlotte,Brown,Charlotte Brown,477544058,Canberra,,,RW00000165,2023-02-27,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000166,CU000166,ava.williams166@email.com,Ava,Williams,Ava Williams,464722161,Melbourne,,,RW00000166,2023-02-21,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000167,CU000167,isabella.jones167@email.com,Isabella,Jones,Isabella Jones,439628791,Sydney,,,RW00000167,2023-10-24,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000168,CU000168,jack.brown168@email.com,Jack,Brown,Jack Brown,459788231,Adelaide,,,RW00000168,2025-08-14,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000169,CU000169,charlotte.johnson169@email.com,Charlotte,Johnson,Charlotte Johnson,496689220,Adelaide,,,RW00000169,2024-01-14,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000170,CU000170,ava.davis170@email.com,Ava,Davis,Ava Davis,438493006,Sydney,,,RW00000170,2024-06-10,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000171,CU000171,charlotte.brown171@email.com,Charlotte,Brown,Charlotte Brown,453220989,Brisbane,,,RW00000171,2024-02-24,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000172,CU000172,thomas.miller172@email.com,Thomas,Miller,Thomas Miller,491698900,Perth,,,RW00000172,2023-01-05,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000173,CU000173,emma.garcia173@email.com,Emma,Garcia,Emma Garcia,485893283,Brisbane,,,RW00000173,2023-08-15,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000174,CU000174,isabella.smith174@email.com,Isabella,Smith,Isabella Smith,436833867,Perth,,,RW00000174,2025-08-05,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000175,CU000175,william.miller175@email.com,William,Miller,William Miller,478158456,Adelaide,,,RW00000175,2023-12-04,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000176,CU000176,charlotte.miller176@email.com,Charlotte,Miller,Charlotte Miller,411307399,Brisbane,,,RW00000176,2023-10-04,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000177,CU000177,charlotte.martinez177@email.com,Charlotte,Martinez,Charlotte Martinez,485315001,Brisbane,,,RW00000177,2022-12-18,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000178,CU000178,william.jones178@email.com,William,Jones,William Jones,490773246,Melbourne,,,RW00000178,2025-04-10,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000179,CU000179,james.smith179@email.com,James,Smith,James Smith,413946821,Newcastle,,,RW00000179,2024-08-05,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000180,CU000180,william.rodriguez180@email.com,William,Rodriguez,William Rodriguez,426480031,Newcastle,,,RW00000180,2024-10-24,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000181,CU000181,isabella.jones181@email.com,Isabella,Jones,Isabella Jones,421823588,Wollongong,,,RW00000181,2024-03-10,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000182,CU000182,oliver.johnson182@email.com,Oliver,Johnson,Oliver Johnson,436642539,Newcastle,,,RW00000182,2024-09-19,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000183,CU000183,william.williams183@email.com,William,Williams,William Williams,458014226,Perth,,,RW00000183,2023-07-25,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000184,CU000184,william.martinez184@email.com,William,Martinez,William Martinez,413656309,Perth,,,RW00000184,2023-07-29,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000185,CU000185,isabella.jones185@email.com,Isabella,Jones,Isabella Jones,458913233,Adelaide,,,RW00000185,2025-08-25,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000186,CU000186,james.davis186@email.com,James,Davis,James Davis,483373176,Melbourne,,,RW00000186,2025-02-14,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000187,CU000187,william.smith187@email.com,William,Smith,William Smith,429251027,Perth,,,RW00000187,2023-04-11,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000188,CU000188,oliver.jones188@email.com,Oliver,Jones,Oliver Jones,422313109,Wollongong,,,RW00000188,2025-04-25,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000189,CU000189,charlotte.rodriguez189@email.com,Charlotte,Rodriguez,Charlotte Rodriguez,483416048,Wollongong,,,RW00000189,2023-07-07,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000190,CU000190,thomas.garcia190@email.com,Thomas,Garcia,Thomas Garcia,454975842,Perth,,,RW00000190,2024-08-14,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000191,CU000191,thomas.rodriguez191@email.com,Thomas,Rodriguez,Thomas Rodriguez,445327933,Wollongong,,,RW00000191,2022-12-29,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000192,CU000192,thomas.garcia192@email.com,Thomas,Garcia,Thomas Garcia,427164338,Newcastle,,,RW00000192,2025-06-24,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000193,CU000193,ava.brown193@email.com,Ava,Brown,Ava Brown,479733342,Adelaide,,,RW00000193,2024-03-19,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000194,CU000194,ava.brown194@email.com,Ava,Brown,Ava Brown,425515086,Brisbane,,,RW00000194,2022-11-19,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000195,CU000195,ava.miller195@email.com,Ava,Miller,Ava Miller,467421339,Wollongong,,,RW00000195,2025-05-04,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000196,CU000196,sophia.martinez196@email.com,Sophia,Martinez,Sophia Martinez,443843039,Canberra,,,RW00000196,2023-08-23,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000197,CU000197,oliver.garcia197@email.com,Oliver,Garcia,Oliver Garcia,470980439,Melbourne,,,RW00000197,2024-01-08,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000198,CU000198,thomas.garcia198@email.com,Thomas,Garcia,Thomas Garcia,487346890,Adelaide,,,RW00000198,2023-12-15,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000199,CU000199,william.rodriguez199@email.com,William,Rodriguez,William Rodriguez,449904697,Canberra,,,RW00000199,2025-05-30,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000200,CU000200,jack.smith200@email.com,Jack,Smith,Jack Smith,488914263,Sydney,,,RW00000200,2024-05-04,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000201,CU000201,charlotte.smith201@email.com,Charlotte,Smith,Charlotte Smith,415900473,Newcastle,,,RW00000201,2025-06-26,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000202,CU000202,sophia.rodriguez202@email.com,Sophia,Rodriguez,Sophia Rodriguez,425337197,Perth,,,RW00000202,2025-04-04,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000203,CU000203,isabella.williams203@email.com,Isabella,Williams,Isabella Williams,497484820,Melbourne,,,RW00000203,2023-11-06,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000204,CU000204,charlotte.smith204@email.com,Charlotte,Smith,Charlotte Smith,423021479,Canberra,,,RW00000204,2025-01-26,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000205,CU000205,emma.garcia205@email.com,Emma,Garcia,Emma Garcia,433096483,Wollongong,,,RW00000205,2023-05-25,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000206,CU000206,emma.rodriguez206@email.com,Emma,Rodriguez,Emma Rodriguez,495599236,Sydney,,,RW00000206,2023-05-30,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000207,CU000207,james.williams207@email.com,James,Williams,James Williams,422877864,Canberra,,,RW00000207,2024-02-13,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000208,CU000208,oliver.martinez208@email.com,Oliver,Martinez,Oliver Martinez,473273630,Sydney,,,RW00000208,2023-02-12,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000209,CU000209,ava.garcia209@email.com,Ava,Garcia,Ava Garcia,480557878,Sydney,,,RW00000209,2025-03-05,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000210,CU000210,emma.martinez210@email.com,Emma,Martinez,Emma Martinez,475666972,Melbourne,,,RW00000210,2023-11-15,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000211,CU000211,emma.garcia211@email.com,Emma,Garcia,Emma Garcia,431469940,Wollongong,,,RW00000211,2023-09-22,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000212,CU000212,jack.martinez212@email.com,Jack,Martinez,Jack Martinez,459330875,Melbourne,,,RW00000212,2025-03-25,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000213,CU000213,ava.miller213@email.com,Ava,Miller,Ava Miller,478031751,Canberra,,,RW00000213,2025-07-02,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000214,CU000214,emma.davis214@email.com,Emma,Davis,Emma Davis,463020227,Newcastle,,,RW00000214,2023-02-16,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000215,CU000215,charlotte.smith215@email.com,Charlotte,Smith,Charlotte Smith,497868746,Perth,,,RW00000215,2023-12-15,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000216,CU000216,sophia.miller216@email.com,Sophia,Miller,Sophia Miller,443895931,Sydney,,,RW00000216,2023-05-16,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000217,CU000217,charlotte.rodriguez217@email.com,Charlotte,Rodriguez,Charlotte Rodriguez,442222845,Adelaide,,,RW00000217,2024-10-08,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000218,CU000218,james.rodriguez218@email.com,James,Rodriguez,James Rodriguez,444768903,Melbourne,,,RW00000218,2023-06-26,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000219,CU000219,ava.miller219@email.com,Ava,Miller,Ava Miller,413577179,Wollongong,,,RW00000219,2023-01-21,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000220,CU000220,charlotte.miller220@email.com,Charlotte,Miller,Charlotte Miller,431491560,Sydney,,,RW00000220,2022-10-14,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000221,CU000221,james.johnson221@email.com,James,Johnson,James Johnson,489980952,Perth,,,RW00000221,2025-08-30,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000222,CU000222,sophia.johnson222@email.com,Sophia,Johnson,Sophia Johnson,413579990,Sydney,,,RW00000222,2023-08-18,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000223,CU000223,william.johnson223@email.com,William,Johnson,William Johnson,443971610,Brisbane,,,RW00000223,2023-08-09,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000224,CU000224,ava.smith224@email.com,Ava,Smith,Ava Smith,430262246,Perth,,,RW00000224,2023-11-28,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000225,CU000225,charlotte.smith225@email.com,Charlotte,Smith,Charlotte Smith,418021123,Newcastle,,,RW00000225,2023-11-30,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000226,CU000226,william.martinez226@email.com,William,Martinez,William Martinez,473002255,Canberra,,,RW00000226,2023-12-28,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000227,CU000227,ava.garcia227@email.com,Ava,Garcia,Ava Garcia,441446310,Brisbane,,,RW00000227,2023-07-24,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000228,CU000228,oliver.johnson228@email.com,Oliver,Johnson,Oliver Johnson,459750423,Adelaide,,,RW00000228,2025-01-14,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000229,CU000229,jack.williams229@email.com,Jack,Williams,Jack Williams,441693039,Newcastle,,,RW00000229,2024-02-12,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000230,CU000230,thomas.rodriguez230@email.com,Thomas,Rodriguez,Thomas Rodriguez,478205804,Newcastle,,,RW00000230,2023-08-25,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000231,CU000231,charlotte.williams231@email.com,Charlotte,Williams,Charlotte Williams,440046701,Sydney,,,RW00000231,2024-07-17,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000232,CU000232,ava.garcia232@email.com,Ava,Garcia,Ava Garcia,487641136,Brisbane,,,RW00000232,2023-09-23,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000233,CU000233,ava.miller233@email.com,Ava,Miller,Ava Miller,438904330,Perth,,,RW00000233,2024-11-15,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000234,CU000234,oliver.johnson234@email.com,Oliver,Johnson,Oliver Johnson,415967807,Adelaide,,,RW00000234,2023-08-08,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000235,CU000235,charlotte.smith235@email.com,Charlotte,Smith,Charlotte Smith,461919031,Sydney,,,RW00000235,2022-12-28,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000236,CU000236,william.martinez236@email.com,William,Martinez,William Martinez,417344075,Perth,,,RW00000236,2023-09-04,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000237,CU000237,ava.miller237@email.com,Ava,Miller,Ava Miller,498776660,Melbourne,,,RW00000237,2025-02-19,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000238,CU000238,sophia.martinez238@email.com,Sophia,Martinez,Sophia Martinez,427958470,Wollongong,,,RW00000238,2023-02-04,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000239,CU000239,thomas.garcia239@email.com,Thomas,Garcia,Thomas Garcia,453471430,Sydney,,,RW00000239,2023-04-16,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000240,CU000240,william.miller240@email.com,William,Miller,William Miller,499338832,Melbourne,,,RW00000240,2024-12-30,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000241,CU000241,james.miller241@email.com,James,Miller,James Miller,488990303,Newcastle,,,RW00000241,2023-08-01,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000242,CU000242,charlotte.davis242@email.com,Charlotte,Davis,Charlotte Davis,498436634,Wollongong,,,RW00000242,2023-07-23,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000243,CU000243,thomas.martinez243@email.com,Thomas,Martinez,Thomas Martinez,411415193,Canberra,,,RW00000243,2025-06-18,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000244,CU000244,james.smith244@email.com,James,Smith,James Smith,424351608,Canberra,,,RW00000244,2025-02-12,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000245,CU000245,james.miller245@email.com,James,Miller,James Miller,426184843,Adelaide,,,RW00000245,2023-04-22,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000246,CU000246,thomas.johnson246@email.com,Thomas,Johnson,Thomas Johnson,437256812,Melbourne,,,RW00000246,2024-08-26,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000247,CU000247,jack.jones247@email.com,Jack,Jones,Jack Jones,434882829,Newcastle,,,RW00000247,2023-09-15,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000248,CU000248,charlotte.davis248@email.com,Charlotte,Davis,Charlotte Davis,493888398,Brisbane,,,RW00000248,2024-01-29,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000249,CU000249,william.garcia249@email.com,William,Garcia,William Garcia,493784108,Canberra,,,RW00000249,2022-12-01,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000250,CU000250,ava.davis250@email.com,Ava,Davis,Ava Davis,489337139,Brisbane,,,RW00000250,2024-01-26,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000251,CU000251,thomas.jones251@email.com,Thomas,Jones,Thomas Jones,467479012,Sydney,,,RW00000251,2023-02-13,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000252,CU000252,isabella.miller252@email.com,Isabella,Miller,Isabella Miller,459350453,Perth,,,RW00000252,2024-06-28,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000253,CU000253,emma.jones253@email.com,Emma,Jones,Emma Jones,459873839,Perth,,,RW00000253,2024-05-22,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000254,CU000254,william.smith254@email.com,William,Smith,William Smith,433566226,Brisbane,,,RW00000254,2023-05-17,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000255,CU000255,william.davis255@email.com,William,Davis,William Davis,472709421,Brisbane,,,RW00000255,2024-01-24,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000256,CU000256,isabella.miller256@email.com,Isabella,Miller,Isabella Miller,458457317,Adelaide,,,RW00000256,2024-12-20,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000257,CU000257,charlotte.davis257@email.com,Charlotte,Davis,Charlotte Davis,436050853,Wollongong,,,RW00000257,2023-04-03,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000258,CU000258,isabella.brown258@email.com,Isabella,Brown,Isabella Brown,431912863,Melbourne,,,RW00000258,2022-10-11,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000259,CU000259,sophia.smith259@email.com,Sophia,Smith,Sophia Smith,459844508,Canberra,,,RW00000259,2022-10-08,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000260,CU000260,charlotte.rodriguez260@email.com,Charlotte,Rodriguez,Charlotte Rodriguez,439480603,Perth,,,RW00000260,2025-07-27,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000261,CU000261,william.martinez261@email.com,William,Martinez,William Martinez,430847756,Melbourne,,,RW00000261,2023-04-16,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000262,CU000262,james.davis262@email.com,James,Davis,James Davis,465680816,Melbourne,,,RW00000262,2024-08-03,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000263,CU000263,isabella.jones263@email.com,Isabella,Jones,Isabella Jones,462587684,Melbourne,,,RW00000263,2024-02-01,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000264,CU000264,isabella.williams264@email.com,Isabella,Williams,Isabella Williams,419299235,Adelaide,,,RW00000264,2023-08-06,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000265,CU000265,isabella.davis265@email.com,Isabella,Davis,Isabella Davis,415996203,Adelaide,,,RW00000265,2023-06-17,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000266,CU000266,james.jones266@email.com,James,Jones,James Jones,427880049,Wollongong,,,RW00000266,2023-08-16,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000267,CU000267,oliver.martinez267@email.com,Oliver,Martinez,Oliver Martinez,460582770,Wollongong,,,RW00000267,2022-11-09,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000268,CU000268,thomas.rodriguez268@email.com,Thomas,Rodriguez,Thomas Rodriguez,495267857,Newcastle,,,RW00000268,2023-06-17,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000269,CU000269,isabella.martinez269@email.com,Isabella,Martinez,Isabella Martinez,426838681,Sydney,,,RW00000269,2022-12-18,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000270,CU000270,ava.brown270@email.com,Ava,Brown,Ava Brown,440001749,Perth,,,RW00000270,2023-12-02,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000271,CU000271,william.brown271@email.com,William,Brown,William Brown,423454218,Newcastle,,,RW00000271,2023-05-04,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000272,CU000272,william.johnson272@email.com,William,Johnson,William Johnson,446440799,Brisbane,,,RW00000272,2023-01-29,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
CK_CU000273,CU000273,sophia.davis273@email.com,Sophia,Davis,Sophia Davis,495850077,Perth,,,RW00000273,2024-11-07,,True,2025-01-01,2262-04-11,True,2025-10-17 11:19:01.396814
